	L130_Col	L130_TSB	L130_FC	DEG	OG	KO.id	KO.description
cds1065	4.72652917213163	1.210140606581	5.2453452744345	nonDEG	OG0001528	K07090	uncharacterized protein
cds1066	4.33464073659985	3.09075229243138	2.01605827538825	nonDEG	OG0000189		
cds1068	3.10017569138749	0.897664865009115	3.30249742305205	nonDEG	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
cds1069	4.80682905960832	1.32160945070063	4.07625860044058	up	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
cds107	4.77454187985746	2.97078697740258	2.5869117640295	up	OG0000189		
cds1070	4.38678812280369	0.611848445052306	4.29771684930913	up	OG0000255	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
cds1071	3.91288771295041	3.55693541792814	1.25761135897399	nonDEG	OG0000932		
cds1073	4.30381769068607	3.34261271654256	1.28570061191062	nonDEG	OG0000269	K13979	yahK; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]
cds1074	3.92171178340414	4.23124021524414	0.491294171102517	nonDEG	OG0000234	K01607	pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
cds1075	4.70029546218457	3.94471192163408	0.396774447981117	nonDEG	OG0000988		
cds1076	4.43543490976989	3.5789297892081	1.7796678286311	nonDEG	OG0000022	K13653	AraC family transcriptional regulator
cds1077	4.82297802681448	4.08164542376487	1.42193496755221	nonDEG	OG0000006		
cds1078	4.0315791243284	2.74262091931189	1.89086590267603	nonDEG	OG0001462	K13955	yogA; zinc-binding alcohol dehydrogenase/oxidoreductase
cds108	3.70966673250058	2.60518361464854	2.68796757745374	nonDEG	OG0000811	K08223	fsr; MFS transporter, FSR family, fosmidomycin resistance protein
cds1082	2.96355541076543	2.39328041435758	1.4431418277941	nonDEG			
cds1083	5.98741327562049	6.31280774293131	0.261906190268648	nonDEG	OG0003584		
cds1084	5.60018199516307	5.19737590589614	1.11910198979077	nonDEG			
cds1087	3.36021239198012	3.18326361760768	1.03232800890206	nonDEG	OG0003080	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
cds1088	4.00450766002727	3.65793904510971	0.884285189225627	nonDEG	OG0000117	K03543	emrA; membrane fusion protein, multidrug efflux system
cds1089	5.76498543224704	4.22831681203489	2.25561563137551	up	OG0000035		
cds109	7.06088089381749	6.38471958423893	1.47198371913371	up	OG0000743	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
cds1090	4.84595898859424	2.44246614382886	2.55358936216705	nonDEG	OG0002219	K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
cds1091	5.55206699288642	3.1745985480967	2.97451535272698	up	OG0000029	K16235	mmuP; S-methylmethionine transporter
cds1092	6.77414359471525	5.49827219243944	1.94952709296547	up	OG0000324	K00140	mmsA; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
cds1093	6.34663509037777	5.5238216318938	1.57548189017509	up	OG0000230	K00822	E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]
cds1094	5.06140370345515	4.00670359586769	1.79596723979014	nonDEG	OG0000696	K21699	bauR; LysR family transcriptional regulator, transcriptional activator for bauABCD operon
cds1095	7.77683968110716	5.54285054375078	3.02423072328876	up			
cds1096	3.94420239824051	1.67871395738527	3.46681772224778	up			
cds1097	3.69696850379806	2.29331315150512	2.42861643014175	nonDEG			
cds1098	5.31175154697799	3.19681094577346	3.14912384052615	up			
cds11	3.13891168132129	3.20672672690481	0.673886873618575	nonDEG	OG0001751	K03608	minE; cell division topological specificity factor
cds1100	4.3737597201459	5.00649693563806	0.485543706238345	nonDEG	OG0000254		
cds1103	4.72781599384138	2.05846511268051	3.37280969739253	up	OG0001552	K03453	TC.BASS; bile acid:Na+ symporter, BASS family
cds1104	5.62871691705793	2.98827611736729	3.2006485748325	up	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
cds1106	5.23719422245699	4.4477799917852	1.61143194266852	nonDEG	OG0003041	K00248	ACADS; butyryl-CoA dehydrogenase [EC:1.3.8.1]
cds1108	4.3986627593806	2.79926258645933	2.37581370268825	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds1109	3.44789052725805	-0.374821894140154	6.13613822143366	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds111	3.4846985238226	5.98091739738908	-1.72975525751338	down	OG0002449	K07459	ybjD; putative ATP-dependent endonuclease of the OLD family
cds1110	2.4330924874719	1.66186048101929	3.04335055188901	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds1112	3.14967486064012	1.49313384164388	2.83608934213292	nonDEG	OG0002360	K00249	ACADM; acyl-CoA dehydrogenase [EC:1.3.8.7]
cds1113	3.57207524991049	4.267109873273	0.0419699446594239	nonDEG	OG0000170		
cds1114	3.56386496173148	1.14016927862603	3.66980325979034	up			
cds1116	1.82285171110283	3.30134232603792	-0.313192417718065	nonDEG	OG0006369		
cds1117	3.5631754006656	2.9171415713309	0.991932545417691	nonDEG			
cds1119	2.75776075129425	3.60044320660633	-0.227541753681882	nonDEG			
cds112	3.27069415030502	4.38676281521711	-0.951123873812605	nonDEG	OG0004274	K03657	uvrD; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
cds1120	3.80087862362874	2.50985738757424	1.97463125957579	nonDEG			
cds1121	3.00450766002727	3.59561001670796	0.558388136143412	nonDEG	OG0005298		
cds1122	3.66376373108971	2.43253302791745	3.13145895387722	nonDEG	OG0006563		
cds1124	4.16608287296101	2.10913281049553	2.68008289435866	up			
cds1125	5.337708073664	4.98874551549823	1.23460461784901	nonDEG			
cds1128	7.85909954470576	9.83948485256107	-1.13894925974234	nonDEG	OG0000569	K15125	fhaB; filamentous hemagglutinin
cds1129	5.17877221990551	8.15712574730004	-2.15832588018581	down	OG0001494	K11017	shlB; hemolysin activation/secretion protein
cds113	5.09191309989276	2.80683594529269	2.83796190479588	up	OG0000024	K03566	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
cds1130	8.6829998708043	5.22596522619024	4.15156496545179	up	OG0000268	K19267	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
cds1131	2.5839649525413	1.43165898459807	0.964029189582955	nonDEG	OG0000035		
cds1132	3.83577919758159	0.806835945292692	3.41987443959799	up	OG0000035		
cds1133	2.95383996221225	1.94710620074721	4.21953740357795	nonDEG	OG0003129		
cds1135	4.47026192587756	3.5301442791068	1.98519622570082	nonDEG	OG0000150		
cds1136	6.13492218983642	6.47250729362911	0.470442966340255	nonDEG	OG0005224		
cds1137	6.34610655403516	3.7691581742662	3.33679298718543	up	OG0002219	K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
cds1138	3.96865848847059	0.540287724873074	3.97967303872261	nonDEG	OG0002963		
cds1139	4.18807421876214	1.27851511171897	3.57454596582834	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds114	5.51901042249221	1.77503649635647	4.32976387471976	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds1140	5.65134711281243	1.54763341907151	4.74853093806267	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds1141	6.6084903378133	5.64356158990424	1.65276731280926	up	OG0000150		
cds1142	8.12398692883336	6.09580012118489	2.79363170287132	up	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
cds1143	13.9829777081238	6.2126325368796	8.6216339593841	up			
cds1145	6.3907223378254	4.81059777949059	2.55593925387877	up	OG0001341		
cds1146	3.81440241844169	3.59923945542221	1.24792771175924	nonDEG	OG0001218		
cds1147	4.95637769024888	4.20013897529767	1.56066935873186	nonDEG	OG0006235		
cds1148	4.28471345209039	2.93760841955228	2.39238806040494	nonDEG	OG0000218	K13643	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
cds1149	3.24622104628374	1.71915781001476	3.11849418035695	nonDEG	OG0003948	K03885	ndh; NADH dehydrogenase [EC:1.6.99.3]
cds115	3.89071417417609	2.06751774671704	3.90208422404157	up	OG0000080		
cds1150	7.04691802028158	2.1514839355413	5.86876089928697	up	OG0000403		
cds1151	5.64938821388325	4.95001511504252	1.59230248183432	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds1152	7.7603484673221	8.45760323932831	0.116435989087755	nonDEG	OG0002794		
cds1153	3.80409179859106	3.01743039778408	1.59688452362964	nonDEG	OG0001742		
cds1154	4.88070204959116	5.19720214269324	0.468466943706484	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
cds1155	4.90991000469374	4.21584067650907	1.34563406825853	nonDEG	OG0000098	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]
cds1156	3.83786552773882	3.01662148531923	1.74555786309606	nonDEG	OG0003082	K03464	catC; muconolactone D-isomerase [EC:5.3.3.4]
cds1157	7.74455489092049	5.59996206764978	2.96907683133774	up	OG0001723	K03381	catA; catechol 1,2-dioxygenase [EC:1.13.11.1]
cds1158	4.24324333802707	1.76499231793141	2.99312700498329	up	OG0000304	K01028	E2.8.3.5A; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
cds1159	3.8797091551001	1.91414531025515	2.97693597925072	up	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
cds116	3.73013672630526	3.64078167359346	0.790142103071357	nonDEG	OG0001390	K00615	E2.2.1.1; transketolase [EC:2.2.1.1]
cds1160	5.04825583778669	3.08341019032138	2.80292040919495	up	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
cds1161	5.29813945571913	3.71755842051382	2.21325085763986	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds1162	4.68028827629819	4.37825111784807	1.09391195641298	nonDEG	OG0000719	K01434	E3.5.1.11; penicillin amidase [EC:3.5.1.11]
cds1163	4.53177796854578	2.27094175288561	2.47117359497313	nonDEG	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
cds1164	3.73881213115934	2.01173922666443	2.78570027971659	nonDEG	OG0002937		
cds1165	5.69193287300132	4.84993028427435	1.53316710903397	nonDEG	OG0004421	K00276	AOC3; primary-amine oxidase [EC:1.4.3.21]
cds1166	5.02906000726904	1.00182344553308	5.52043992762897	up	OG0000543	K14063	feaR; AraC family transcriptional regulator, positive regulator of tynA and feaB
cds1167	4.16315162929482	4.89263189285691	0.0810538783524292	nonDEG	OG0000274	K09024	rutF; flavin reductase [EC:1.5.1.-]
cds1168	4.08979445100929	6.0581084115538	-1.38770038922846	nonDEG	OG0000366	K03863	vanB; vanillate monooxygenase ferredoxin subunit
cds1169	2.89265694174806	5.56544711529718	-2.76556723645973	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds117	4.45624498145028	1.60518361464854	3.12931045272447	nonDEG	OG0001265	K00615	E2.2.1.1; transketolase [EC:2.2.1.1]
cds1171	3.97929318874501	4.88143615053578	-0.492817909423087	nonDEG	OG0000818	K05599	antA; anthranilate 1,2-dioxygenase (deaminating, decarboxylating) large subunit [EC:1.14.12.1]
cds1172	3.36477950882206	4.85205456261443	-2.44656039116337	nonDEG	OG0004374		
cds1174	5.29968448060018	4.92120033223741	-0.667844675310751	nonDEG	OG0001645	K22027	iacA; indole-3-acetate monooxygenase [EC:1.14.13.235]
cds1175	2.96355541076543	6.39817244495574	-2.9890283304884	down	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
cds1176	5.81142937726589	6.64063266530057	-0.00428455074614869	nonDEG	OG0002773	K09682	hpr; MarR family transcriptional regulator, protease production regulatory protein HPr
cds1177	3.84040325577544	5.3731793279215	-0.946250429549471	nonDEG	OG0001868		
cds1178	2.3737597201459	3.14453261177284	0.209902738778645	nonDEG	OG0001867		
cds1179	2.17877221990551	1.93600054380015	1.64697251348518	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds1180	1.73169289430438	3.10510853306201	0.296339339633109	nonDEG	OG0003279		
cds1181	7.40487139614117	6.91366370120097	1.1950499770128	nonDEG	OG0001768		
cds1182	5.08946042541136	5.22001059406341	0.711087536577545	nonDEG	OG0002360	K00249	ACADM; acyl-CoA dehydrogenase [EC:1.3.8.7]
cds1183	3.60110662031589	2.05249114334809	0.683461600796363	nonDEG	OG0000170		
cds1184	5.09665464646604	2.76499231793141	2.81387582354464	up	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
cds1185	5.7474472235259	1.74262091931189	4.68198799701424	up	OG0000257	K01069	gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
cds1186	2.5839649525413	0.775036496356465	2.49346029586388	nonDEG	OG0002834	K07112	uncharacterized protein
cds1187	3.35896168035975	3.09558548232975	1.04118950116281	nonDEG	OG0002835	K07112	uncharacterized protein
cds1188	6.09529168377674	6.5334399194512	0.416043756076266	nonDEG	OG0006564		
cds1189	8.31087207351731	7.1467176184623	1.94191999900628	up	OG0000508	K00117	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
cds119	5.83945677874339	7.78871532923463	-0.985252289414366	nonDEG	OG0003493		
cds1190	6.89462103045241	5.00221464245285	2.6867225853541	up	OG0001016	K07267	oprB; porin
cds1191	6.82539739190918	5.03734442568137	2.60161954140527	up			
cds1192	5.3378409933606	3.976760946735	1.93223190658403	nonDEG	OG0006565	K03785	aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]
cds1193	3.67410962581905	3.30076908918128	1.21473570282818	nonDEG	OG0000551	K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]
cds1194	4.21452445677717	3.92011927958757	1.16178682678184	nonDEG	OG0000551	K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]
cds1195	4.27572443622363	2.04031585133972	2.83710337848019	up	OG0000234	K01607	pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
cds1196	5.78239345585043	3.77059508049359	2.71534337171355	up	OG0000061	K08369	ydjE; MFS transporter, putative metabolite:H+ symporter
cds1197	8.04099929312585	5.18669527785031	3.41943558076109	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds1198	5.13149536077655	3.56243145885766	2.26207885066642	up	OG0001294	K01857	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]
cds1199	5.44160418484094	4.69646427338144	1.19417584228333	nonDEG	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
cds12	7.77502094766623	9.22365259193849	-0.605200191571983	nonDEG	OG0001257	K03609	minD; septum site-determining protein MinD
cds120	2.93921164394381	4.11444665845187	-0.784802242792136	nonDEG			
cds1200	4.89071417417609	3.90942595592293	1.4809380349081	nonDEG	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
cds1201	5.05053729813404	4.69999597846117	0.787181792412088	nonDEG	OG0000304	K01028	E2.8.3.5A; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
cds1202	3.01036045048871	2.84126521476337	1.22827472579315	nonDEG	OG0001419	K00991	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]
cds1203	5.68028827629819	6.02904314994185	0.401139985955902	nonDEG	OG0001981	K05589	ftsB; cell division protein FtsB
cds1204	4.1447798059902	3.07809634236504	1.25282664946399	nonDEG	OG0000198	K16088	TC.FEV.OM1; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
cds1205	5.99779228241519	4.42016630213932	2.307341637636	up			
cds1206	4.38449266094195	4.59115694000665	0.52564160317264	nonDEG			
cds1207	3.89265694174806	0.870434843165145	4.79016668910841	nonDEG	OG0000609		
cds1208	4.76981862214541	7.67925529394152	-2.0826814351872	down	OG0000591	K01689	ENO; enolase [EC:4.2.1.11]
cds1209	8.76696096226297	10.6907890238098	-1.1276607951723	down	OG0000875	K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
cds121	6.35085130489106	7.63024888832696	-0.449704234295135	nonDEG	OG0000610	K00548	metH; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
cds1210	8.07177842813977	10.8988966517188	-2.08652724873579	down	OG0000728	K01937	pyrG; CTP synthase [EC:6.3.4.2]
cds1211	8.12295147013655	9.62464958681487	-0.683610791324471	nonDEG			
cds1212	4.94052624995923	2.62664648483846	3.20218220287093	up	OG0002369	K07044	uncharacterized protein
cds1213	3.2694013573681	3.13259591979266	0.919683883044757	nonDEG	OG0001789	K07019	uncharacterized protein
cds1214	4.17119886107215	3.05846511268051	1.94155755320822	nonDEG	OG0006566		
cds1216	5.83138140685009	4.84235692544099	1.79407368591238	up	OG0001945	K00219	fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
cds1217	5.76368411839092	4.67543199493976	1.96630323829894	up	OG0000509		
cds1218	7.28120739786451	7.22680411911686	0.849692297767657	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds1219	6.58819625709762	5.65466092507485	1.90701052398931	up	OG0000597	K01626	E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
cds122	6.60943132688421	9.06198798793142	-1.61252647999869	down	OG0000398	K03306	TC.PIT; inorganic phosphate transporter, PiT family
cds1220	3.45624498145028	1.04028772487307	2.97525225958851	nonDEG	OG0001884	K09771	TC.SMR3; small multidrug resistance family-3 protein
cds1221	8.928888737756	8.52872450474785	1.21854521359476	up	OG0001764	K03694	clpA; ATP-dependent Clp protease ATP-binding subunit ClpA
cds1222	4.06106310773474	4.56685119905949	-0.251957381616206	nonDEG	OG0001263	K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS
cds1223	7.3095713767937	7.41284551597299	0.73354737459584	nonDEG	OG0005299		
cds1224	5.97432917311805	6.0510507547899	0.687347221944591	nonDEG	OG0000712	K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
cds1225	8.73810967544463	6.87679928040293	2.58458899651631	up			
cds1226	4.08780400328623	3.57323861808845	1.0375294778195	nonDEG	OG0000825	K07043	uncharacterized protein
cds1227	6.94131705480685	7.79465519684653	-0.0493979100788198	nonDEG	OG0001407	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
cds1228	8.25009450568189	9.24902670753703	-0.20428542350804	nonDEG	OG0000242	K01754	E4.3.1.19; threonine dehydratase [EC:4.3.1.19]
cds1229	7.8414268631515	7.06502109328911	1.57872370028863	up	OG0003611	K03499	trkA; trk system potassium uptake protein
cds123	5.00389387775255	6.01803776703831	-0.13088130785317	nonDEG	OG0003652	K01753	dsdA; D-serine dehydratase [EC:4.3.1.18]
cds1230	6.85924489970702	7.49834420564031	0.163805749190792	nonDEG	OG0003130	K03498	trkH; trk system potassium uptake protein
cds1231	6.38260785354479	6.05697565536589	1.11113690045038	nonDEG	OG0003174	K01058	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]
cds1232	9.61272082445169	10.1394490351411	0.264505195221859	nonDEG			
cds1233	5.42384643704966	8.10895758558238	-1.74108549983196	down	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
cds1234	6.90241960943291	8.79556834420231	-1.05128669928246	nonDEG	OG0000058	K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
cds1235	4.94735584132353	5.36063827412783	0.656774479972049	nonDEG	OG0001577		
cds1236	7.06349337440459	6.78127650581559	1.08349420335918	nonDEG			
cds1237	2.99695025265377	7.86519772219143	-4.59915744285632	down			
cds1238	6.63394378493741	9.73139187412958	-1.98005263914193	down	OG0000326	K00425	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
cds1239	3.61603012125116	4.99978407581209	-0.817773223379818	nonDEG	OG0000404	K00426	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
cds124	9.16690816448822	10.1831049456279	-0.19915073754135	nonDEG	OG0003669		
cds1243	3.44475762792396	3.92234052301457	0.17433271013883	nonDEG			
cds1244	7.41192124099944	5.73082908934649	2.50255178956175	up	OG0004071	K07078	uncharacterized protein
