	L404_Col	L404_TSB	L404_FC	DEG	OG	KO.id	KO.description
cds1088	5.92607717314788	9.67293110607168	-3.61699447795111	down	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
cds1089	5.29904310306502	9.87726748638785	-4.51694988611117	down	OG0000899	K02871	RP-L13; large subunit ribosomal protein L13
cds109	7.68953492073359	8.52910800639856	-0.656722151267933	nonDEG	OG0002854		
cds1090	3.55733454482969	3.30704695416779	-0.552891060825327	nonDEG			
cds1091	8.55416902674615	9.54205565527521	-0.819777260459035	nonDEG	OG0004163	K11942	icmF; isobutyryl-CoA mutase [EC:5.4.99.13]
cds1092	2.57351352582391	3.09851212576163	-0.277007300982112	nonDEG	OG0002220	K02441	glpG; GlpG protein
cds1093	3.79450186339805	5.11116110542803	-1.11427067977355	nonDEG	OG0004081		
cds1094	7.66534083692356	5.10651734773161	2.71425825539179	up	OG0004660		
cds1095	5.4918093598784	4.10803517649388	1.75998061737452	up	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
cds1096	5.30290576115676	4.56261793335455	0.881680671469855	nonDEG	OG0001220	K01159	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]
cds1097	7.79581071155552	5.44969406500429	2.53025581918695	up	OG0007548		
cds1098	8.84226969248469	5.60216609885409	3.38367537606373	up	OG0004675		
cds1099	7.24512490593826	6.60599259781599	0.797925132314817	nonDEG	OG0000976	K00088	IMPDH; IMP dehydrogenase [EC:1.1.1.205]
cds11	0.742895827047353	3.14434663367827	-2.64051107422675	nonDEG	OG0005556		
cds110	4.60580070557477	4.01466587009631	0.836266809001513	nonDEG	OG0003139		
cds1100	7.23971033573902	6.60799682934989	0.886025505569415	nonDEG	OG0003200		
cds1101	6.26933447290736	4.52422366005451	1.84122063665084	up			
cds1102	9.87729064342155	6.8380943183168	3.25537201654808	up	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
cds1103	7.35148043800839	6.59617800518517	0.951868982553807	nonDEG	OG0004530		
cds1104	3.95631080578814	7.39863817764623	-3.45442426758408	down	OG0000559	K02909	RP-L31; large subunit ribosomal protein L31
cds1105	6.92455818213145	7.01687951674609	0.0473517070348361	nonDEG	OG0005481		
cds1106	4.26618102982434	4.37425824122434	-0.213672757684848	nonDEG	OG0003708		
cds1107	6.40479867557085	6.09283245558099	0.569943358231451	nonDEG			
cds1108	6.40768030600031	7.63720719575316	-1.0883041510011	down	OG0000297	K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
cds1109	7.776883871447	7.09941430516748	0.90872431932684	nonDEG	OG0003208		
cds111	7.00271464975925	5.00326063165033	2.38510575578031	up	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
cds1110	7.24467989010707	6.22293723749529	1.17645785267442	up	OG0003208		
cds1111	4.82869177461157	6.62563996927202	-1.53850885282671	down	OG0000150		
cds1112	7.14280897134389	6.681294198313	0.594099057525357	nonDEG			
cds1113	7.65633176513146	6.84853939618095	1.0611761334413	up	OG0007549		
cds1116	8.38867811972679	8.03838023356647	0.514751413499704	nonDEG	OG0000105	K08083	algR; two-component system, LytTR family, response regulator AlgR
cds1117	7.92542497144022	8.07053165392179	0.00927798776560192	nonDEG	OG0000166	K08082	algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
cds1118	9.12467089095536	8.76333777229622	0.538489304353739	nonDEG	OG0005599	K20483	nisB; lantibiotic biosynthesis protein
cds112	3.94348608984992	2.74554756274377	1.62823120494147	nonDEG	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
cds1120	10.5309078350115	8.91463694564923	1.78498875116493	up	OG0000329		
cds1121	3.28601470040722	2.33808342229829	1.77924840357183	nonDEG	NA	NA	NA
cds1122	5.89697803846214	4.66937738591064	1.53217133991764	up			
cds1123	8.11724110614605	8.61404016127906	-0.130979912966291	nonDEG	OG0001295		
cds1124	5.50853456267378	7.56281513637791	-1.96609233515551	down	OG0000327	K01991	wza; polysaccharide biosynthesis/export protein
cds1125	7.90251202757451	9.89857827410477	-1.82810524240186	down	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
cds1126	8.43833958632169	10.3876047243808	-1.72673671535802	down	OG0002426	K02377	TSTA3; GDP-L-fucose synthase [EC:1.1.1.271]
cds1127	7.90161344988889	9.04383819107906	-0.903587638997559	nonDEG	OG0000595	K01711	gmd; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
cds1128	6.01482367509008	8.35192222720268	-2.21289915640685	down	OG0001064	K01710	E4.2.1.46; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
cds1129	2.93788332728774	7.75180575065979	-3.59663323347564	down	OG0000768	K01790	rfbC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
cds113	2.85122811484033	0.948108421817518	2.12868712696959	nonDEG			
cds1130	6.55673506559018	8.18288911950799	-1.50932724934179	down	OG0001335	K00973	E2.7.7.24; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
cds1131	5.63000674464575	7.67882196486388	-1.94117134708396	down	OG0002805		
cds1132	6.47657976514844	8.64982401334275	-2.08150198836542	down	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
cds1133	6.46776704279267	8.28220966053049	-1.6172674441026	down	OG0002314		
cds1134	6.02367927485196	7.72900589315238	-1.56082813098781	down			
cds1135	6.5937455030531	8.72286843331122	-2.03246254120701	down	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
cds1136	5.57049847928958	7.25212807773058	-1.61749563251071	down	OG0001129	K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
cds1137	5.00871545568572	7.27800729480754	-1.73718320298345	down	OG0004772		
cds1138	4.81796497269519	6.92093861924829	-1.81055350722753	down	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds1139	4.74101363933364	6.48521096413116	-1.45303908499636	down	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
cds114	4.82076905263392	3.87386019354816	1.02306286612731	nonDEG	OG0007502		
cds1140	3.96880237426102	5.77972694998125	-1.72914022581306	down	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
cds1141	4.36635073357516	8.56371895433733	-4.08835937311728	down	OG0000144	K01784	galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
cds1142	7.39684049777463	10.0573835082867	-2.4346033617171	down	OG0007572		
cds1143	3.48858278295472	7.20122569878983	-4.4400170524091	down	OG0001181		
cds1144	4.88846634109309	6.94648054829708	-1.82841094407878	down	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
cds1145	4.27557999376789	6.07217572331275	-0.984972915046875	nonDEG	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
cds1146	4.96311731953445	2.85285692770623	2.06847136471695	up	OG0005762		
cds1147	7.57939472032302	5.98969760042501	1.78069074617952	up			
cds1148	7.24665252013864	7.5140583982533	-0.106747071617327	nonDEG	OG0000327	K01991	wza; polysaccharide biosynthesis/export protein
cds1149	7.56227657235122	8.43252451335776	-0.670340098322496	nonDEG	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
cds115	8.76129913943846	6.63380775805494	2.33290818815771	up	OG0004164	K02217	ftnA; ferritin [EC:1.16.3.2]
cds1150	6.87895044653299	8.77549319444099	-1.69373131164255	down	OG0001244	K02474	wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]
cds1151	7.96783807005389	8.53232331703362	-0.382345421325169	nonDEG	OG0000235	K00971	manC; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
cds1152	3.69968406690849	5.62477113084742	-1.83302643172365	down	OG0003203	K03328	TC.PST; polysaccharide transporter, PST family
cds1153	4.04818895332594	5.90230675000061	-1.63495321501259	down			
cds1154	6.36869315587314	7.51459275319608	-0.780830336496178	nonDEG	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
cds1155	5.19173373810256	6.0996646848463	-0.480235244783452	nonDEG			
cds1156	5.8786960117369	7.22126653829705	-1.23264994682871	down	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds1157	6.26390165163009	7.09835192262875	-0.628933300118327	nonDEG	OG0005923		
cds1158	3.61541760101772	4.83891686914135	-1.29924039798411	nonDEG	OG0000666	K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]
cds1159	4.53166989846263	5.27122227143445	-0.619498303129324	nonDEG			
cds116	10.2478732786228	5.69860255869092	4.7186007590717	up	OG0003722		
cds1160	6.81558624560131	7.70410668555448	-0.725979489587397	nonDEG	OG0003561	K17716	capD; UDP-glucose 4-epimerase [EC:5.1.3.2]
cds1161	9.33331943584198	9.98666667703652	-0.428367144175923	nonDEG	OG0001065	K01791	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]
cds1162	6.8206598245809	8.53938314289184	-1.47522140825807	down	OG0000769	K00067	rfbD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
cds1163	6.31901106528435	7.67620408130275	-1.26350796951607	down	OG0001609	K03208	wcaI; colanic acid biosynthesis glycosyl transferase WcaI
cds1164	5.46651714385133	6.19329376312136	-0.515142528249823	nonDEG	OG0001181		
cds1165	5.50929849984311	5.99803074274249	-0.037309095867024	nonDEG	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
cds1166	2.51687185867647	3.13552256322454	-0.3368663251325	nonDEG	NA	NA	NA
cds1167	2.36949105285288	2.35771465198281	-0.237119371522277	nonDEG	OG0002336	K13527	mpa; proteasome-associated ATPase
cds1168	5.23039658457977	5.43744822165714	0.102093439499993	nonDEG			
cds1169	6.68580220649485	4.44539278726074	2.34149892512063	up	OG0007550	K01233	csn; chitosanase [EC:3.2.1.132]
cds117	8.71022021096466	4.02277564655022	4.7872718901299	up			
cds1170	7.08293310674338	3.96585746378833	3.35093591504981	up	OG0007551		
cds1173	3.61934803374056	3.38117776127994	0.228598117746927	nonDEG			
cds1174	3.6871924984356	3.19973758920534	0.545001146098048	nonDEG			
cds1175	2.57351352582391	2.43458562802995	-0.378280582613363	nonDEG			
cds1178	3.73532246821399	2.74554756274377	1.03223602740829	nonDEG	OG0000208	K11904	vgrG; type VI secretion system secreted protein VgrG
cds118	7.50493809312234	8.47167421840457	-0.65239568748621	nonDEG	OG0001772	K00705	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]
cds1183	5.53439454227786	1.98783066424519	3.94391934780112	up	OG0002823	K06907	uncharacterized protein
cds1184	7.32792354935826	2.38875112011331	5.06846400277919	up			
cds1185	6.8056815042502	8.33530188664457	-1.35548914088991	down			
cds1186	3.48858278295472	3.99717673013159	-1.32914170257527	nonDEG	OG0000776		
cds1187	3.30037094103785	4.09988416191904	-0.379956186259665	nonDEG			
cds1188	6.86991343440334	6.02267354282216	1.06480686032001	up			
cds1189	5.74160261472504	3.41221422941044	2.47529601554049	up	OG0000609		
cds119	10.0040310665872	8.10349363630566	2.07430208937612	up			
cds1190	10.6609268017782	6.42945179240923	4.48471820446817	up			
cds1191	6.57127498511356	7.04241824767753	-0.356877518618233	nonDEG	OG0000894	K01669	phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
cds1192	5.91614885801387	5.85339334532678	0.193650357575858	nonDEG	OG0006971		
cds1193	6.77614873680413	5.92818427381501	0.976088561558035	nonDEG	OG0004036	K15746	crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]
cds1194	7.5406032515772	6.8575304178112	0.847349649690109	nonDEG	OG0003123		
cds1195	8.25400573781596	7.74202084402835	0.800047936417476	nonDEG	OG0002310	K02291	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]
cds1196	11.3751391127765	9.03454726697676	2.51287526316928	up	OG0000621	K10027	crtI; phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
cds1197	8.00982139253697	7.24074015304483	0.949486660262258	nonDEG	OG0000948		
cds1198	9.38615922993889	9.4017520165957	0.175173523417053	nonDEG	OG0000783	K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
cds1199	3.43881494617926	3.11605033448277	0.0662380456400924	nonDEG			
cds12	3.83182467394565	3.09851212576163	0.681390502150684	nonDEG	OG0001333	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]
cds120	9.67973079553454	10.1662261940941	-0.294221623459084	nonDEG	OG0001006	K01883	CARS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
cds1200	8.42238904413034	6.16054430859725	2.44525587850503	up	OG0002797	K04092	tyrA1; chorismate mutase [EC:5.4.99.5]
cds1201	4.67921721868711	5.68878847443912	-0.901608253955308	nonDEG	OG0000670	K06949	rsgA; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
cds1202	4.80390082734161	7.15482389706023	-2.37099925683388	down	OG0000978	K00940	ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]
cds1203	6.88871024146195	7.47077529660158	-0.553347668385264	nonDEG	OG0000820	K01783	rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
cds1204	9.78749878111274	10.5610352035607	-0.573530380633016	nonDEG	OG0002832		
cds1205	10.9677164929181	7.72533843000077	3.40558673775757	up	OG0005558		
cds1206	5.65930947338813	5.12309847196746	0.849937405677832	nonDEG	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
cds1207	3.10183435939763	3.68621479541777	-0.55583002726552	nonDEG	OG0001496	K15461	mnmC; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
cds1208	8.18851567848326	8.88033047918906	-0.513024598104742	nonDEG	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
cds1209	1.66197230321346	3.64920435795486	-2.08017781289445	nonDEG	OG0000126	K03772	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
cds121	7.21129570900581	8.57704035699871	-1.20815061205441	down	OG0000410	K01495	GCH1; GTP cyclohydrolase IA [EC:3.5.4.16]
cds1210	5.99707508092595	8.73199123991823	-2.29121145931009	down	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
cds1211	4.44740613863115	4.05183530850197	0.276160038025644	nonDEG			
cds1212	2.93824281472785	4.01680795981612	-1.24357323996075	nonDEG			
cds1213	6.59911872484085	6.65976098404794	0.0147381500502367	nonDEG	OG0000708	K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
cds1214	7.7977547466846	6.85936979668316	1.07994795048941	up			
cds1215	7.95398574738992	5.5534029514372	2.60844597387036	up	OG0000181	K00432	gpx; glutathione peroxidase [EC:1.11.1.9]
cds1216	5.9216448989434	5.10762457067533	0.881233099251857	nonDEG			
cds1217	5.66025148808105	5.45469478611737	0.437558120409375	nonDEG	OG0000466	K03327	TC.MATE; multidrug resistance protein, MATE family
cds1218	7.61195625694764	7.9722084604603	-0.179059562001295	nonDEG	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
cds1219	3.93030996845438	4.68117916462104	-0.651843759210401	nonDEG	OG0000831	K06997	yggS; PLP dependent protein
cds122	6.32475225703509	7.16040983710947	-0.64202566833484	nonDEG	OG0003724		
cds1220	7.64857262754173	6.43508434833686	1.41352045487345	up	OG0000085	K01533	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
cds1221	5.31431099960273	2.77470184316055	2.50056186444441	up	OG0000020	K07506	AraC family transcriptional regulator
cds1222	6.8826247030614	5.28132433399364	1.71883443467418	up	OG0002952		
cds1223	8.92736017866729	7.03862877300815	1.93221873028964	up			
cds1224	4.65064059401181	6.40670874186215	-1.4162552292823	nonDEG	OG0002515		
cds1225	5.78232657138968	3.79352416038023	2.27738036096098	up	OG0000780		
cds1226	3.97925709789747	3.99971445816822	0.398027182334389	nonDEG	OG0005146		
cds1227	6.49000632587188	9.92076735309472	-3.34415467667879	down	OG0000388	K00161	PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
cds1228	8.83564651542426	11.0691741771102	-2.06018918355994	down	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
cds1229	6.42222111210984	6.37146794152758	0.263974513175599	nonDEG	OG0001616		
cds123	4.85580795457199	2.21722672917005	2.49952332696017	up	OG0001161	K00297	metF; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
cds1230	6.6737835668185	5.59312506073972	1.2310099582839	up	OG0001616		
cds1231	11.2724903860964	8.57375237850137	2.85479975427695	up	OG0000710	K21430	yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
cds1232	8.87893191294602	8.48668743852101	0.60006126588006	nonDEG	OG0001565	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
cds1233	7.0684470329975	6.27459837334776	1.08027961068842	up	OG0004665		
cds1234	4.97709769441744	4.40790121084127	1.03259040957259	nonDEG			
cds1235	7.27019928239631	5.97678247581887	1.58445328870638	up	OG0004181		
cds1236	5.23754306216191	4.64171426435363	1.03825500280562	nonDEG	OG0000567		
cds1237	2.92775877760657	1.91707195368702	1.64883028566459	nonDEG			
cds1239	3.37852602558353	3.43184545909496	0.188832701735253	nonDEG	OG0000150		
cds124	3.7576938668335	3.12523557532296	0.648204191199565	nonDEG			
cds1240	8.77888365201848	6.43871709395125	2.53249652275697	up	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
cds1242	6.51809134211754	5.34604003502952	1.35310513825509	up	OG0000384		
cds1243	8.45654900931122	9.68739765025582	-0.861995436222052	nonDEG	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
cds1244	8.83837028751662	8.50671254689915	0.548194290281901	nonDEG			
cds1245	7.01923881535268	7.3034119020306	-0.0599638038840441	nonDEG	OG0000790	K07491	putative transposase
cds1246	9.75952325924565	7.94062590492136	1.99931979240025	up	OG0000144	K01784	galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
cds1247	9.7277895744289	7.24889068002742	2.67194440153783	up	OG0001206	K03272	gmhC; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]
cds1248	9.76174077919907	9.53334842245681	0.413664200478258	nonDEG	OG0000781		
cds1249	6.30338641921472	7.004150043109	-0.543999908771987	nonDEG	OG0000986	K07082	UPF0755 protein
cds125	8.31798060213179	6.47218392608208	2.00329731820817	up	OG0000610	K00548	metH; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
cds1250	6.57920911694482	5.93168780049999	0.862338384916332	nonDEG	OG0000805	K01778	dapF; diaminopimelate epimerase [EC:5.1.1.7]
cds1251	8.57264107076171	5.61991343927975	3.12275117069171	up			
cds1252	4.17520122934045	0.948108421817518	3.1466215687539	up	OG0001015	K03811	pnuC; nicotinamide mononucleotide transporter
cds1253	7.14905046287588	8.28649246823126	-0.994750881476167	nonDEG	OG0000128	K03294	TC.APA; basic amino acid/polyamine antiporter, APA family
cds1254	9.52131820264418	7.4460360560514	2.29122667712113	up	OG0005546		
cds1255	7.90628624105788	6.80556044159539	1.45660552882168	up	OG0007552		
cds1256	6.57330475727409	6.81230943115187	0.159054843536157	nonDEG	OG0001357	K02495	hemN; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]
cds1257	3.79953749419479	4.27362979628929	-0.376794109898177	nonDEG			
cds1258	7.02472584402881	4.64857550026055	2.50640373004732	up	OG0007553		
cds1259	6.55513300775976	10.0664099594493	-3.26025821146423	down	OG0001226	K03074	secF; preprotein translocase subunit SecF
cds126	7.66212999963753	5.56652769754858	2.25999917234595	up	OG0000610	K00548	metH; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
cds1260	6.04949396999374	5.78751603512273	0.368863866717173	nonDEG	OG0000248	K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
