	Leaf1	Leaf130	Leaf155	Leaf177	Leaf187	Leaf176	Leaf404	Root935	Soil763	D36E	EK10	EK47	Pto
OG0001887|K01808|rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]	2.27050550011257	NA	NA	NA	0.16873617213637	-1.73436316795206	-1.28261137578595	1.46487761565877	-0.77068677858028	NA	NA	NA	NA
OG0006236||	-1.25801016041166	NA	NA	NA	NA	NA	NA	NA	1.44105125754902	NA	NA	NA	NA
OG0000746|K01256|pepN; aminopeptidase N [EC:3.4.11.2]	0.271547339315449	-0.62946962552007	-0.775675062164261	0.0801938259956909	NA	-0.11306453722496	-1.04482515393481	0.0893750768908935	-1.40006471521788	0.99596030330019	1.4501550315786	0.809757499105009	1.19614471494866
OG0000067|K07674|narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	0.794291648137995	NA	-0.41869508182648	0.34152800344679	0.401801688364875	1.79347871765084	0.803946970651093	0.596164304690362	0.17134480344566	0.82650535570353	NA	0.577423637554968	0.0812911873112299
OG0000009|K07687|rcsB; two-component system, NarL family, captular synthesis response regulator RcsB	0.211274898190409	0.841030784997238	-0.044423178533633	0.68357397562585	0.16608301518393	1.12910656954488	1.21167749240513	0.906132828667482	1.13278344394623	0.368315669251697	-0.43586102841558	0.878091917388512	0.208713055255927
OG0000103|K22044|ybiO; moderate conductance mechanosensitive channel	0.18084560309647	-0.11384709533728	0.19220376965959	0.613691631759876	-0.36319185320289	1.01398573496636	0.95261108375932	1.4915460076987	-0.99951796841766	0.0376345295175868	0.741685460172167	1.41436247632015	0.313366731632833
OG0003601|K06886|glbN; hemoglobin	0.22089254411892	NA	-1.18623309911799	-1.8235033914992	0.74407123579263	NA	NA	NA	-0.196469190724621	NA	NA	NA	NA
OG0006237|K07077|uncharacterized protein	0.41319837488893	NA	NA	NA	NA	NA	NA	NA	2.67645870022012	NA	NA	NA	NA
OG0006238||	0.66549694735944	NA	NA	NA	NA	NA	NA	NA	0.67434021585187	NA	NA	NA	NA
OG0001704|K10805|tesB; acyl-CoA thioesterase II [EC:3.1.2.-]	-0.339809182011471	1.14071112893495	-0.61819375838899	NA	NA	NA	NA	NA	0.35532902675427	1.55567665148797	0.75887350485574	1.39405574530591	0.49914030652825
OG0000480|K07107|ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	-1.84296084115635	0.512217371351935	NA	-0.14958437873746	0.0390463669451302	1.77616500601131	-0.94455946374559	0.36127507413116	0.994111529906795	NA	NA	-0.429384026354581	NA
OG0000193|K15738|uup; ABC transport system ATP-binding/permease protein	-1.86285066120536	-1.47394938178598	-1.40860895016558	-1.43284118278315	0.45102456897418	-2.51882648061003	-1.30712170312587	-2.30650509719264	-1.39615598639087	-0.0523711379065448	-0.0991785210612051	-0.828235728395765	1.08182713758071
OG0000303|K03111|ssb; single-strand DNA-binding protein	2.49492427099286	-0.577751494841971	-2.63090105316999	-1.9781821490107	-3.69357207843015	1.40670642119104	2.83419651006862	1.28939690368928	-1.1138681256228	-0.0226193022934389	-2.44748507249355	0.0407968114046611	0.351522505200981
OG0001720||	0.957527200619755	NA	-0.746679608383491	1.66192267581745	1.32756688779618	NA	NA	NA	1.72649470990309	NA	NA	NA	NA
OG0000510|K01916|nadE; NAD+ synthase [EC:6.3.1.5]	-0.72345362778926	0.2647525202058	-0.242153531605569	0.85109547364047	-0.95408335180255	0.185639245562319	-1.37626165708225	-0.8004362953343	-0.0192919197116996	1.99869814431981	-1.88488626892717	-2.36592194388027	0.56903278043029
OG0005093||	0.11287310988334	NA	0.54974533871272	NA	NA	NA	NA	NA	1.69861459277334	NA	NA	NA	NA
OG0001696|K13288|orn; oligoribonuclease [EC:3.1.-.-]	-3.7941243407224	-0.95694540056476	NA	-2.52472714074927	NA	NA	NA	NA	-1.55947036815252	-0.0242770377707604	-0.18735038630259	-1.4960854869126	-0.0247057550105492
OG0001886|K16785|ecfT; energy-coupling factor transport system permease protein	-0.29894686957793	NA	-0.23327552801656	NA	NA	NA	NA	NA	-0.334654064082433	NA	NA	NA	NA
OG0003979|K16786|ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	-0.65230158805636	NA	NA	NA	NA	NA	NA	NA	-2.29840610689719	NA	NA	NA	NA
OG0005122|K16925|ykoE; energy-coupling factor transport system substrate-specific component	1.71645548985768	NA	NA	NA	NA	NA	NA	NA	-2.51386942152744	NA	NA	NA	NA
OG0000478|K02346|dinB; DNA polymerase IV [EC:2.7.7.7]	-2.21589816851538	0.58826542786911	1.4787577006045	-0.22273689805554	0.50972398935732	1.52657053481608	0.325655211628415	1.55038759133863	0.11661040560667	-0.24276331882545	-3.63146176670366	-2.20817469315266	-0.50716650461123
OG0006328||	-1.59850198308326	NA	NA	NA	NA	NA	NA	NA	-0.75239485699982	NA	NA	NA	NA
OG0001558|K02434|gatB; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	-1.46326694788033	-2.56184188408798	-1.39331146334327	-1.75371512241927	-1.38387045314029	-0.593540434609641	NA	NA	-1.83439517638043	0.186734958856479	1.17383977434487	0.589069522303051	1.23035973216131
OG0000087|K02433|gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	-0.16006347922194	-1.67788030223498	-0.114260037028707	0.56760145537102	-2.84832014373887	-3.14630941573179	NA	NA	0.73462066613024	0.853741563391915	0.62723144999949	0.39882032353167	0.126216333594432
OG0001559|K02435|gatC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	-0.59108662625376	-3.03561826528098	-0.91498056125556	-1.31978599259287	-1.21739484229658	1.19282355144377	NA	NA	-2.5824228349858	0.70205525956494	-1.27006497595598	-1.97463685743656	0.06150839250075
OG0000030|K01897|ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]	0.549082423397067	0.323278707043513	3.26272965344176	2.72015778461553	0.452030442625265	1.35577876646015	0.0782605200093229	0.75562238922114	0.543937289564819	0.076043584168452	1.28948383008196	1.18392998860805	2.55446558759258
OG0000692|K01972|E6.5.1.2; DNA ligase (NAD+) [EC:6.5.1.2]	0.580772760525669	-0.52304635826496	-1.34311317132366	-0.394729938347769	-1.94290598331099	-0.787283813770498	0.30696897268405	-1.43128995724476	0.53907398357615	-0.958118265846331	-0.24613187493573	-0.65520095200053	0.72645606148476
OG0002297||	0.673163250841265	NA	NA	NA	1.73440757140193	NA	NA	NA	-0.29927908537828	0.0314865456647899	NA	NA	-0.56023941907555
OG0000438|K08368|yaaU; MFS transporter, putative metabolite transport protein	0.157637002454985	NA	NA	-1.25232783262113	NA	NA	2.92333060565987	0.0104189991662	-0.174135838585061	-1.10988620362668	NA	NA	-0.54186249115607
OG0000800|K00566|mnmA; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	-0.68484779403329	0.20272696184338	1.1445760257693	-0.22612561509552	-1.34102355012357	0.60859225207578	-1.30143637921982	-1.48432972233126	-0.200234462428019	-0.753658184960839	-1.55150808111023	-1.58697317732269	0.75162699853874
OG0000281|K04487|iscS; cysteine desulfurase [EC:2.8.1.7]	-0.796938320266039	0.434242180319371	1.04175790478797	0.742436166957251	NA	0.489862446509125	-0.21495173556932	0.294580988955455	0.34373476309403	2.25391442907795	-0.14534727105041	0.184948147923064	0.815120369939127
OG0001434|K03976|ybaK; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	-0.52513012262134	NA	-0.678793964525291	0.10929097722039	NA	NA	NA	NA	NA	1.16652632950939	-1.71860813796436	-2.17137998571952	0.25102354323606
OG0001313|K00688|PYG; glycogen phosphorylase [EC:2.4.1.1]	0.396695044634459	NA	0.106952645765102	1.3368227572494	0.450463434428949	NA	1.582146495955	NA	1.29265190315305	1.30213635847882	5.24836518644724	2.30843798855283	0.651619758953411
OG0001568|K16147|glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]	0.93619425896962	NA	NA	3.71392190491866	NA	NA	1.04170353837066	3.1829274764647	1.51590139275607	3.35374789551868	7.46446357975542	7.88675202540102	0.68128817761213
OG0001201|K00700|GBE1; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	-2.74825734913917	NA	1.2341706674539	2.38662360054466	NA	0.0213009862860503	0.500688362599659	2.99486120629526	1.47732677331119	2.17745141775129	4.56735901139736	4.07608387970457	1.10984571285208
OG0000092|K03671|trxA; thioredoxin 1	-0.92881744319318	-0.79244552003826	-0.444828977630981	-0.23880134488	-0.11859850816318	0.872275693034167	-0.56954964325385	-0.343194911166636	0.73560303915616	0.125865396217265	NA	-1.59255816739209	-0.187598113157965
OG0006239||	-0.74071398708513	NA	NA	NA	NA	NA	NA	NA	0.41595372698011	NA	NA	NA	NA
OG0001556|K07018|uncharacterized protein	-0.19766196079774	-0.32715950879276	-1.49251856238529	0.212954757542129	NA	NA	NA	NA	1.47059146576567	0.459611604800919	-1.17755467777944	0.89566254636493	0.47498640814777
OG0006329||	-1.07181595134052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0006147||	-0.609917514384639	NA	NA	NA	NA	NA	NA	NA	-0.12476780007777	NA	NA	NA	NA
OG0000870|K00981|E2.7.7.41; phosphatidate cytidylyltransferase [EC:2.7.7.41]	-1.35197441192787	-0.71346592429441	-1.06008305343544	-0.49615451764862	NA	0.297232022064351	-1.12391665984762	NA	-1.68278500901608	-0.16016874008965	-2.39983273342157	-2.24198402949383	0.59159230290685
OG0000869|K02838|frr; ribosome recycling factor	-2.723612163245	-1.41887947621611	-1.2884218187975	-2.25218718602729	-1.23859212439822	-1.19910111396652	-3.1078223352891	-1.71044563437154	0.56479038871479	1.45595259121476	2.00117362769995	1.24039680080436	2.11291802713561
OG0000868|K09903|pyrH; uridylate kinase [EC:2.7.4.22]	-3.55842863240465	-2.08767359048841	-1.5620058997963	-2.04695975284791	-1.73178380830188	-1.17492453255523	-2.6649794119567	-0.92290450671078	-0.640065214577051	-0.46285729777586	-0.16337666728977	0.83703370025037	1.68926571096405
OG0000867|K02967|RP-S2; small subunit ribosomal protein S2	2.53086974696345	-2.99119279069808	-0.4473381108238	-3.04337257905047	-4.06485588374213	-4.6722893365873	-3.27273443593611	-4.86744603003363	-2.28390512168236	-0.129143373041401	-1.8997008813849	-1.0039697751003	0.380432826879899
OG0001411|K07391|comM; magnesium chelatase family protein	-0.859861021476471	-0.580113192762171	0.990789197707861	1.95980027536945	NA	0.47550608300153	NA	0.2814785881386	NA	NA	-0.7455624106389	NA	NA
OG0001055|K07460|yraN; putative endonuclease	1.04342664354682	NA	0.89536806777122	0.37943970782331	NA	0.73465112481044	NA	0.64863617296534	NA	-1.25366042294234	-0.861377112590969	-0.937551342859111	0.88593244698644
OG0006148||	-1.05346360500709	NA	NA	NA	NA	NA	NA	NA	2.37277057603471	NA	NA	NA	NA
OG0000874|K03470|rnhB; ribonuclease HII [EC:3.1.26.4]	-3.11109953168328	-0.68700298773591	-0.80787422121685	-0.48326291225617	2.48164097266204	-0.184886833907031	0.56326281025542	NA	1.50236918821501	-2.26813303787057	-2.17167286598187	-3.04841547774597	-0.16622523333124
OG0000380|K03100|lepB; signal peptidase I [EC:3.4.21.89]	1.26478483615004	-2.21167651251273	-1.32630678869436	-0.97535481896623	0.52473103258505	-0.71951944380804	-1.60300048763094	-2.29660050991974	-0.46974579947194	-1.07678143675737	-2.41802930867113	-1.89982516460784	0.233573317805309
OG0000971|K02884|RP-L19; large subunit ribosomal protein L19	2.86021490598328	-3.75123765959057	-1.38720113313851	-4.15130021578026	-1.4051723449341	-2.16691804219537	-4.79029348158269	-1.77987990845651	-6.55836390712425	-0.46458818751597	-2.60115483572501	-4.40066967794468	0.580363988047011
OG0001066||	-0.77471732761048	2.02585345456749	NA	NA	1.85867443059467	0.60194542287977	NA	-0.0849209437195899	NA	-1.02725913140815	0.0802942605054104	-2.26958098456946	0.79139558396068
OG0001471|K03973|pspC; phage shock protein C	-0.870148776059125	0.79875576571592	NA	NA	NA	1.33908723556833	0.32044527764262	-0.0252580607505495	2.07345856700727	NA	NA	NA	NA
OG0002373|K00363|nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	0.74991658269786	NA	NA	NA	NA	4.92512127616415	NA	2.20613864919163	NA	0.83592934492958	NA	3.42863664692855	NA
OG0000221|K02303|cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	4.66002334287259	1.08959251767469	1.63799368151788	0.752487117168569	NA	0.78396008243691	NA	0.93639006280813	-3.022089197316	-1.52601302402511	-0.25937232734663	-0.880326544510351	1.13486882262371
OG0000538|K00372|nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	-2.75420243869889	3.7678919791486	2.27283277779045	3.53881936082549	NA	1.51775075898967	NA	0.820417049671351	3.24052500696547	0.85782008549112	NA	2.90675364495655	-0.4813327260571
OG0000973|K02860|rimM; 16S rRNA processing protein RimM	-3.03041314922592	-2.28254944924194	-0.8242832267692	-2.17620219822497	NA	-3.98070859575353	0.70194728633346	NA	NA	-0.91467771912372	1.51717565807518	-0.193536875053329	0.8477034720452
OG0005096|K06960|uncharacterized protein	1.06360453174428	NA	NA	NA	NA	NA	NA	NA	-1.06231594880887	NA	NA	NA	NA
OG0002781|K06048|gshA; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	-0.69367784933538	NA	NA	-1.75559147995802	NA	-0.16324350294087	0.749095908526209	NA	-0.160632708583605	NA	NA	NA	NA
OG0003972||	-2.17828573799691	1.54492974395209	NA	NA	NA	NA	NA	2.45501681214083	NA	NA	NA	NA	NA
OG0000974|K03106|SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	-1.72902709444262	-1.78858090908741	-1.1936818137092	-1.79584820993351	-2.47511149663878	-1.79936358276233	-2.61637688218987	-2.12588703617784	-1.66855295910824	-0.60908706590785	-1.34508751294197	-2.95694457591747	1.48371321257952
OG0000616|K03644|lipA; lipoyl synthase [EC:2.8.1.8]	-0.7457272700991	-0.46719473229695	-1.23931313968615	-0.496567377035879	0.0586589246833995	-0.79966968764277	0.424044527636989	-0.972407216729239	-3.24059963414043	-1.06941701808501	-0.66802933853196	-0.127511782736285	0.0391373058471594
OG0000546|K02167|betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes	-0.21511883656319	1.07367181697869	0.35310700467011	-1.56165911415223	-1.16230214357169	-0.267466474469151	NA	NA	1.71375840252235	-1.89955597817818	0.30934179017822	-0.66718776923804	0.0962887403992205
OG0000833|K03110|ftsY; fused signal recognition particle receptor	2.34993503919747	-1.47261003559012	-1.61741142610039	-1.35579707077112	-0.60281715278933	-2.22764530583588	0.56931507400589	-2.12031674387165	-1.25883187812223	0.0900290981601195	-1.00693932998701	0.622143706956	0.0112126768850409
OG0001250|K03529|smc; chromosome segregation protein	-0.57494448445531	-0.41272306331803	-0.361848750576581	-1.12909709261252	-0.75650148856864	-0.16658343258081	NA	NA	-0.03423650435718	-1.24118359753366	0.103514627155489	-0.70283594376404	0.266044245965021
OG0005123||	-1.71955157302591	NA	NA	NA	NA	NA	NA	NA	0.85690821633273	NA	NA	NA	NA
OG0001059|K03685|rnc; ribonuclease III [EC:3.1.26.3]	-2.08931517908531	0.55285765216115	-0.30357746589859	-0.0631770890020604	NA	-1.3880553996686	-2.91102672205109	-0.68403751512047	-2.16211010388559	-1.33934112067808	-0.49209641783023	NA	0.90321369890029
OG0006149|K02911|RP-L32; large subunit ribosomal protein L32	-0.30630804307802	NA	NA	NA	NA	NA	NA	NA	-2.83725184929616	NA	NA	NA	NA
OG0004433|K07040|uncharacterized protein	0.48615198751965	NA	NA	NA	-3.73822090578498	NA	NA	NA	-1.62645704918382	NA	NA	NA	NA
OG0000834|K08316|rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	-0.36099132336182	-0.61658882876617	-1.89487463927489	-0.81822028161837	-0.41839890764276	-0.0236396429897701	-0.39059620144858	NA	NA	0.28924556619987	-1.24673731710262	-1.89171161933918	1.51495481278564
OG0001217|K00946|thiL; thiamine-monophosphate kinase [EC:2.7.4.16]	-1.1927614063979	-0.20625298225515	NA	-1.32091413477065	NA	-1.94640181350164	-0.761763427750219	-0.30350516326811	1.21219092652122	-0.11271739912356	0.1764417160631	-1.40766519075633	1.47277807925893
OG0006150||	-1.87689902142188	NA	NA	NA	NA	NA	NA	NA	-1.47141275999588	NA	NA	NA	NA
OG0000504|K01921|ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]	-1.09179085053432	-1.50861554984728	-0.414890184259161	-0.57170497252761	-1.62703895565559	-0.649272132076899	-0.15455128918631	-0.589496757133199	-2.50729201238958	-0.423474727389775	0.77694734896517	0.19784326030279	0.237089483368875
OG0000888|K00057|gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	-0.710042840787631	-0.163193351705289	-0.394472090559161	-1.28223192552626	-1.78426104948933	0.270002785038949	-0.51480552185286	-0.86580658240614	-1.82554332617225	-1.64544549833444	0.00290449028221929	-0.43027339839849	-0.85174040689284
OG0000889|K00655|plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	-1.3804658041959	-0.213269066902	NA	-0.17384939542171	-0.32653659449149	0.1824435273953	NA	NA	-0.3366502313019	-2.0603663199422	-1.94831055481207	0.11386104743031	-1.080552177287
OG0000602|K00790|murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	-0.717570126161901	-3.28479115439274	0.601869341658615	-1.19913264149967	-1.23167603310907	-1.45879874160942	-1.2664581079015	-2.81475233718355	-0.491637286866149	-0.269761801593591	0.89843434631614	-0.739720436520379	0.89901383933441
OG0000574|K01704|leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	-0.877494102945199	2.89601509104782	0.914615075133732	-0.96134956318618	NA	-0.923658647054329	NA	1.13598405972213	2.49813087334078	1.59353236394851	4.73090515483066	2.61934813034742	-0.102405778905419
OG0000485|K01703|leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	0.83758678955381	2.62546190017134	1.73604749384384	1.59652462444163	NA	-1.61033912467183	NA	2.75615715945919	3.60619145274527	2.1951379778856	5.27981072495152	2.12895299206011	0.277376745348601
OG0006151||	1.37686485133952	NA	NA	NA	NA	NA	NA	NA	7.31468191794348	NA	NA	NA	NA
OG0000307|K07029|dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	0.43536833257306	2.18287971417811	3.30819512492948	-0.703311606102581	0.627867632371063	0.27455169435547	0.57947292906936	1.59514714581084	-0.288915623983293	-1.08184999448293	NA	2.31576355177656	-0.1489429550002
OG0002542||	-0.3349320746788	NA	0.5450156311111	NA	0.90305172439652	0.651481339652459	-0.840934925561569	0.75271266637314	1.11212468655471	NA	NA	NA	NA
OG0004324||	2.3401327613778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0000042|K03704|cspA; cold shock protein (beta-ribbon, CspA family)	1.16776655052186	NA	0.0404265488491563	-0.101418034324484	-1.42600680600926	0.203405876753972	-0.312204885224675	1.29608945927268	-0.154079459347125	-1.31053694513995	-3.26596381078825	-1.25182484629507	-0.791639058999608
OG0000738||	1.49107083589104	0.16423978810434	0.6039949538862	NA	NA	2.00718180709311	4.79070736274172	NA	1.67195907080952	-0.5748893566308	-0.97324060137414	2.17936577107619	-0.654524084389419
OG0001640|K14161|imuB; protein ImuB	3.33979390691125	NA	NA	NA	NA	-1.48246246803919	NA	NA	NA	-0.62294843404569	NA	-0.525190117805479	-1.03306307225645
OG0000225|K02337|dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	0.28360688844974	0.29412627383186	0.446357830672523	0.6878761587239	-0.796163570134589	-0.260976911338187	-0.546437156044369	-1.4553239914465	0.91112100370133	-0.98047636543954	-0.552034828856011	-0.205970719804466	-0.0774169017215653
OG0000390|K01104|E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]	-1.55578014861603	-0.109788747856925	NA	-2.3039529715411	-0.12796152712863	0.82302425350733	-0.82052128834403	-1.79851480280111	2.38350601891843	NA	NA	-1.56127792644397	NA
OG0000004|K04761|oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	-0.31177272842766	0.990895720190007	0.266326494870344	0.949121287453393	0.0988448625930062	1.57228877316254	-0.100572927678055	0.428502358096124	0.610310723793815	0.396839550932519	NA	0.183263987422822	0.0403052916439569
OG0001147|K03430|phnW; 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]	0.16554518710951	NA	1.27652172745334	0.704953249311005	1.06317901807956	NA	NA	NA	NA	NA	NA	1.87497051634399	NA
OG0000111|K16165|nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]	-0.0220267986863349	-0.97036355400522	0.807376093920476	-1.21151693774269	-1.11824810662387	-0.4836329221403	-0.149743812628265	-0.72473225678781	0.917994985982567	0.582582541403069	0.62372905381929	2.21616797408957	0.123920228168511
OG0000154|K00826|E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]	-1.62330140718014	-0.794797655476195	-0.92230281989005	-2.00258426409709	-1.17961367050559	0.657747708999867	-1.32567045237115	-1.71582912719621	0.0429343312760397	0.148773578347831	-0.180679223553065	-0.916974102080285	0.607190698439361
OG0002153||	-0.924312768651149	3.68824535987115	NA	5.17851078691306	NA	NA	-1.27518258177937	NA	2.24105121973829	-0.32625205005195	NA	NA	-0.62972087710855
OG0000287|K00052|leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	-0.58848899266101	0.82956904363383	-1.2513410347567	0.832902824983133	NA	-0.202526126820739	NA	1.72879596087989	5.25628863479942	0.0840077220054032	2.33855396346765	2.82180464008616	0.226000639443001
OG0004487|K08167|smvA; MFS transporter, DHA2 family, multidrug resistance protein	-2.57181935785522	-0.504021671698299	NA	NA	NA	NA	NA	NA	0.644661117886749	NA	NA	NA	NA
OG0001162||	-1.42860132492527	-0.86262164627321	NA	-1.78564069057648	NA	NA	NA	NA	-1.67591966158421	0.22018488951981	-0.178608724131105	-0.506366099959259	-0.30636243818501
OG0000132|K00090|ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	-0.91192884332452	-0.83265711544615	-0.0275850636235502	0.248007680488178	NA	-0.29122530202265	0.362228340743551	-1.02219711836473	NA	0.982938856165943	1.03018364058375	1.00473733644233	0.13915736728093
OG0001894|K06201|cutC; copper homeostasis protein	3.12130862421612	NA	-0.59554472736863	NA	NA	-1.21901715021942	-1.20834500858895	0.42285350477239	NA	NA	NA	NA	NA
OG0000046|K02025|ABC.MS.P; multiple sugar transport system permease protein	1.45923936645205	NA	0.634780742084231	1.01244979684883	NA	NA	NA	NA	1.8915410836672	2.78763923854265	6.31668160435359	3.53176529178858	1.42930217803383
OG0000706|K01505|E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]	0.9623512396312	1.70636269542671	NA	2.74797829178287	NA	-0.0559196980130405	-0.11356876910853	-0.941805211297289	NA	1.33837438081426	-0.684810233061349	-1.22224650149922	0.437417308104997
OG0000777|K10117|msmE; raffinose/stachyose/melibiose transport system substrate-binding protein	0.818468769354848	NA	2.04163182929042	3.92303356028487	3.73602771877158	NA	NA	NA	NA	NA	NA	NA	NA
OG0006241||	2.15084819943594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0000232|K19337|hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator	0.751869893522423	NA	0.4317245712368	-0.498340137520335	0.72611287952826	NA	NA	NA	NA	-0.149636426235993	-1.07698528254014	-1.58237316862113	-0.139408106222824
OG0001891|K18676|gspK; glucosamine kinase [EC:2.7.1.8]	1.62788152847047	NA	NA	1.15813441611131	NA	-0.71425405933706	-1.24048430880365	-1.48103937510053	-1.82362403188922	NA	NA	NA	NA
OG0000083|K00010|iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	1.24042763761507	NA	2.00121184051591	2.30520905908317	NA	0.979570873264562	0.333184175787325	0.906366954201866	-0.280009854282093	2.71085286104602	-1.51711745253598	NA	-1.03676409133342
OG0002300|K01206|FUCA; alpha-L-fucosidase [EC:3.2.1.51]	-0.104875777495771	NA	NA	NA	NA	0.42989256879177	-0.42194916385659	-1.88897469493869	NA	NA	NA	NA	NA
